标题,链接,排名,反链数,简介
三人行网络,/Html/site_3ren.cn.html,283452,304,网站简介：三人行网络是新一代的网络教育互动平台，使用三人行您可以创建自己的网络班级，与真实的老师、同学一起参与班级互动，打造独特班级文化；开通家校联系本，实现即时的信息发...
鲤鱼网,/Html/site_iliyu.com.html,1433250,512,网站简介：鲤鱼网（www.iliyu.com）为考生提供考试新闻、考试资料、考试交流以及其他考生服务的专业网站。...
中国统一教育网,/Html/site_tongyi.com.html,868372,264,"网站简介：中国统一教育网（www.tongyi.com）是著名的教育网站,以远程教育、网校为主,以发展网络教育为己任。有幼儿教育、小学教育、初中教育、高中教育、家长教育、夕阳红教育等多个..."
上海博物馆,/site_www.shanghaimuseum.net.html,437297,177,网站简介：上海博物馆（Shanghai Museum）位于上海市中心人民广场的南侧，黄浦区人民大道201号（近武胜路），是一座大型的中国古代艺术博物馆。...
北京交通大学邮件系统,/site_mail.bjtu.edu.cn.html,4058,4,网站简介：亿邮电子邮件系统，亿邮邮件整体解决方案...
21教育试题库,/site_tiku.21cnjy.com.html,15065,9,网站简介：21教育试题库-在线组卷系统提供丰富的试题，让老师组卷更方便，更快捷，涵盖了高考试题及答案，高中各科目的试题库，中考试题和答案，初中各学科的模拟试题解析，是辅导和学...
中国日报网英语点津,/site_language.chinadaily.com.cn.html,2277,54,网站简介：中国日报网英语点津_Language Tips...
查字典语文网,/site_yuwen.chazidian.com.html,10650,103,"网站简介：语文网是查字典为您提供小学语文,小学语文教案,小学语文课件等小学各年级同步课程辅导，还为老师提供优秀语文教案设计，教学分析的交流平台。..."
河南职业技术学院,/Html/site_hnzj.edu.cn.html,1823004,54,网站简介：河南职业技术学院的前身为河南省机器制造技工学校，创建于1954年12月。1956年更名为河南省工人技术学校，1960年更名为河南省工业技术师范学校，1961年更名为河南省技工教育...
物理学科网,/site_wl.zxxk.com.html,1427,23,"网站简介：物理学科网高中频道为您提供高中物理优质备课资料下载,包括：试题试卷、课件、教案、教学素材等。物理学科网,老师备课教学、学生备考复习优选物理教育资源网。..."
麦子学院,/Html/site_maiziedu.com.html,2036556,156,"网站简介：麦子学院专注于IT在线职业教育,这里有超过5000 的实名学员,有硅谷IT名师参与录制的Android、ios、cocos2d-x开发等IT职业课程,导师在线辅导和保薪就业,更有站内IT精英实名社..."
gocheck,/site_www.gocheck.cn.html,177796,0,网站简介：Gocheck论文引用检测系统是由通远股份联合多所重点高校共同研制而成，该系统利用强大的数据挖掘技术及数据整合加工的优势、引入高校的科研力量成功地应用在大规模文本比对领...
管理资料下载,/Html/site_downhot.com.html,89896,496,网站简介：管理资料下载网（www.downhot.com）是国内数一数二的专业管理、营销、企业培训类资料下载网站，本站的所有管理资料下载均为免费，深受广大企业的喜爱，深得人心。...
广东嘉应学院,/Html/site_jyu.edu.cn.html,897905,60,网站简介：嘉应学院是一所省属普通本科院校，前身是创办于1913年的梅县县立女子师范学校，有100年的办学历史，位于叶剑英元帅的家乡，中国历史文化名城，客家人的主要聚居地，全国优秀...
考试宝典,/Html/site_ksbao.com.html,593244,351,"网站简介：考试宝典汇聚资深教育团队倾力打造，致力于医学,会计,工程,英语,商贸，学历，计算机,职称考试等考试报名，考试时间，考试发布、真题讲解、考试辅导及考试培训服务领域的资讯..."
深圳大学城图书馆,/Html/site_lib.utsz.edu.cn.html,228719,23,网站简介：深圳大学城图书馆作为北京大学、清华大学、哈尔滨工业大学深圳研究生院、和中科院先进技术研究院共同拥有的图书馆，面向深圳市民开放，是国内第一家兼具高校图书馆和公共图...
西安翻译学院,/Html/site_xafy.edu.cn.html,9828657,24,网站简介：西安翻译学院由当代杰出的民办教育家丁祖诒教授于1987创办，是教育部批准的以实施本科学历教育为主、具有学士学位授予权的普通高等院校。...
四川建筑职业技术学院 教务处,/Html/site_jwc.scac.edu.cn.html,394413,1,网站简介：四川建筑职业技术学院 教务处...
广东农工商职业技术学院,/Html/site_gdaib.edu.cn.html,896528,33,网站简介：广东农工商职业技术学院前身为创办于1952年的广东农垦机务学校，1984年开始举办大专学历教育，2000年转制为职业技术学院。...
培训指南,/Html/site_peixun360.com.html,561600,145,网站简介：培训指南汇集了全国上万家优秀培训机构，每天上千人从这里找到了适合自己的培训学校！本网站涵盖：it培训、英语、财会、技能、出国留学、管理、学历等上万条新课程信息....
湖南科技学院,/Html/site_huse.edu.cn.html,104122,16,网站简介：湖南科技学院坐落于素有“锦绣潇湘”之称，文化底蕴深厚，舜文化、瑶文化、柳文化、女书文化、稻作文化、理学发源地的著名历史文化名城“竹城”--永州。是湖南永州市的高学...
上海自力进修学院,/Html/site_zili.cn.html,1535971,22,"网站简介：上海自力进修学院(自力教育)是中国优秀成人教育培训机构,A级办学单位,开设自考专科、自考本科助学,会计考试培训,报关员,金融理财,外贸采购,建造资格,计算机设计,外语,摄影等..."
浙江广厦建设职业技术学院,/Html/site_guangshaxy.com.html,1761114,102,网站简介：浙江广厦建设职业技术学院是经浙江省人民政府批准、教育部备案，由广厦控股集团有限公司投资创办的全日制高职学院。学院占地968亩，建筑面积32万平方米，藏书达125万册，教...
译酷网,/Html/site_yicool.cn.html,871974,1061,"网站简介：译酷网为小语种学习者提供俄语,德语,法语在线词典、在线翻译、权威学习资料，是中国领先的多语言云词典，致力于为您提供优质权威的在线小语种服务，是老师和学生们的首选专..."
山东工艺美术学院,/Html/site_sdada.edu.cn.html,1930584,157,网站简介：山东工艺美术学院官方网站...
西北工业大学研究生招生信息网,/site_yzb.nwpu.edu.cn.html,3057,110,网站简介：西北工业大学研究生招生信息网...
考研教育网,/Html/site_cnedu.cn.html,1250465,1498,"网站简介：考研教育网是正保集团旗下的大型中国考研网站，拥有及时考研信息网上发布平台和高通过率的考研网
上辅导，在考研网，您可以找到新的考研真题、研究生考试大纲和海量考研复..."
邢帅教育,/Html/site_xsteach.com.html,6384171,100,网站简介：邢帅教育是一家专注于职业技能培训的在线教育机构。邢帅教育目前已开设课程300余门，涵盖设计创作、it互联网、职场技能、升学自考和兴趣生活等领域，主要提供包含平面设计、...
福州职业技术学院,/Html/site_fvti.cn.html,650945,26,网站简介：福州职业技术学院是福州市政府举办的全日制普通高等学校。...
武昌理工学院,/Html/site_wut.edu.cn.html,1785112,304,网站简介：武汉理工学院是经教育部批准设置的普通本科高校，前身是享有盛誉的武汉科技大学中南分校。经近20年发展，已成为一所以工学、管理学为主、多学科协调发展的知名高校。学校位...
中国国际数码互动娱乐展览会,/Html/site_chinajoy.net.html,433179,628,网站简介：中国国际数码互动娱乐展览会（简称：ChinaJoy）是ChinaJoy品牌重要的组成部分，是全球数码互动娱乐领域具影响力的盛会。...
重庆招考信息网,/Html/site_cqzk.com.cn.html,1643839,219,网站简介：重庆招考信息网是由重庆市招生考试服务有限责任公司全力打造的综合性招生考试服务平台，也是为广大考生、家长及社会，提供各类招考信息、咨询和服务的教育中介服务新媒体，...
四川外国语大学重庆南方翻译学院,/Html/site_tcsisu.com.html,1826221,15,网站简介：四川外国语大学重庆南方翻译学院始建于2001年11月，是一所纳入国家普通高等教育招生计划、具有学士学位授予权，由四川外国语大学与重庆南方集团有限公司联合举办、经教育部...
口语100网络学习空间,/Html/site_kouyu100.com.html,436010,29,"网站简介：智能听说作业平台,听说作业,智能口语教练,Aryn,一对一口语训练,,是一个跨平台,包括互联网,手机,平板电脑的听说作业平台,是十二五国家课题支持项目,网络学习空间,..."
我要搜学网全国幼儿园中学小学汇总学校排名,/site_paiming.51sxue.com.html,98931,48,"网站简介：2018新全国幼儿园_小学_中学_职业中学排行榜,给您呈献全国家长学生老师心目中的佳幼儿园_小学_中学_职业中学师资力量，学生关注，家长口碑排行，排名, 展示全国好的公办，民..."
迁木网,/Html/site_qianmu.org.html,394539,2,网站简介：出国留学申请指导库，简洁便携式的美国、英国、澳洲、加拿大等留学申请、留学考试、签证申请、奖学金申请指导等...
北京华图教育,/site_bj.huatu.com.html,2551,118,网站简介：【华图北京人事考试网|北京公务员考试网】提供2016北京人事考试网信息、2016年北京公务员考试、2016国家公务员考试、2016京考报考、北京人事考试信息网报名考试录用公告信息...
湖北职业技术学院,/Html/site_hbvtc.edu.cn.html,925830,262,网站简介：湖北职业技术学院是1998年经国家教育部批准独立设置的综合类公办全日制高等职业院校！是国家示范性高职院校，国家高技能人才培养示范基地，全国高职院校就业工作示范单位、...
湖南工业职业技术学,/Html/site_hunangy.com.html,573155,52,网站简介：湖南工业职业技术学院是国家教育部批准设立的省属公办全日制普通高校，教育部“人才培养工作水平评估优秀学校”。历经半个世纪，现已发展成为一所以机电制造技术为主，电子...
